<<<<<<< HEAD
"sim","censoring","n","distX","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull"
"11431-1","heavy",500,"t",0.482,1.0441144299373,0.481183528540913,0.123591025687293,NA,NA,NA,NA,NA,NA
"11431-2","heavy",500,"t",0.502,0.973483642234717,0.442649936912849,0.291889238672478,NA,NA,NA,NA,NA,NA
"11431-3","heavy",500,"t",0.53,0.976073623854968,0.495899221029083,0.256650126350013,NA,NA,NA,NA,NA,NA
"11431-4","heavy",500,"t",0.51,1.13253876486375,0.524351136028898,-0.0198704946147683,NA,NA,NA,NA,NA,NA
"11431-5","heavy",500,"t",0.5,1.05619366984051,0.486167660056532,0.165547260002081,NA,NA,NA,NA,NA,NA
"11431-6","heavy",500,"t",0.518,0.991067174747588,0.497200577155097,0.119556348159183,NA,NA,NA,NA,NA,NA
"11431-7","heavy",500,"t",0.508,1.09937340187444,0.452905133848134,0.174774133774844,NA,NA,NA,NA,NA,NA
"11431-8","heavy",500,"t",0.462,1.05460664732673,0.529940302159511,0.17991414287862,NA,NA,NA,NA,NA,NA
"11431-9","heavy",500,"t",0.466,1.05013714881898,0.512308266149437,0.238522292684062,NA,NA,NA,NA,NA,NA
"11431-10","heavy",500,"t",0.496,1.00043682979608,0.535153064372808,0.318752091674696,NA,NA,NA,NA,NA,NA
"11431-11","heavy",500,"t",0.512,1.02197294020487,0.494153331030937,0.247045192431258,NA,NA,NA,NA,NA,NA
"11431-12","heavy",500,"t",0.506,1.07387414132909,0.457436368309355,0.138867039866944,NA,NA,NA,NA,NA,NA
"11431-13","heavy",500,"t",0.524,1.08450188873179,0.47095787969112,0.0585265039081606,NA,NA,NA,NA,NA,NA
"11431-14","heavy",500,"t",0.498,0.984003171343665,0.488483205545931,0.29122013657391,NA,NA,NA,NA,NA,NA
"11431-15","heavy",500,"t",0.536,0.942645069093162,0.550906188028931,0.270994602847343,NA,NA,NA,NA,NA,NA
"11431-16","heavy",500,"t",0.494,1.01074837833386,0.574088100146671,0.143475594064568,NA,NA,NA,NA,NA,NA
"11431-17","heavy",500,"t",0.494,0.994068606695928,0.489765758638495,0.280957044178742,NA,NA,NA,NA,NA,NA
"11431-18","heavy",500,"t",0.486,1.04416216496311,0.435067018127885,0.196541582682301,NA,NA,NA,NA,NA,NA
"11431-19","heavy",500,"t",0.452,0.976289214357071,0.565778677066071,0.151938280611533,NA,NA,NA,NA,NA,NA
"11431-20","heavy",500,"t",0.53,1.0663287552793,0.469149461497735,0.27733084698833,NA,NA,NA,NA,NA,NA
"11431-21","heavy",500,"t",0.524,0.970886697003501,0.521232053140494,0.298547372476597,NA,NA,NA,NA,NA,NA
"11431-22","heavy",500,"t",0.442,0.878602431664915,0.532809927852767,0.524903537783528,NA,NA,NA,NA,NA,NA
"11431-23","heavy",500,"t",0.504,1.0435931369393,0.480452572954427,0.286131220103363,NA,NA,NA,NA,NA,NA
"11431-24","heavy",500,"t",0.534,1.03388506522609,0.479815207928751,0.210719826754007,NA,NA,NA,NA,NA,NA
"11431-25","heavy",500,"t",0.49,1.02589312409366,0.465858762635788,0.184521186881748,NA,NA,NA,NA,NA,NA
"11431-26","heavy",500,"t",0.482,1.05551219716779,0.444331953037145,0.258061923374321,NA,NA,NA,NA,NA,NA
"11431-27","heavy",500,"t",0.52,1.10129585151621,0.495902356956048,0.0783638320727556,NA,NA,NA,NA,NA,NA
"11431-28","heavy",500,"t",0.468,1.03169035407995,0.53705910002038,0.314457573265507,NA,NA,NA,NA,NA,NA
"11431-29","heavy",500,"t",0.504,1.06705101027389,0.500216701351878,0.285310913899728,NA,NA,NA,NA,NA,NA
"11431-30","heavy",500,"t",0.498,1.00511611455273,0.475485279037874,0.223527044036198,NA,NA,NA,NA,NA,NA
"11431-31","heavy",500,"t",0.5,1.08312651941023,0.498877778236702,0.148654417216191,NA,NA,NA,NA,NA,NA
"11431-32","heavy",500,"t",0.464,1.03361361988213,0.527423134481542,0.132965439922979,NA,NA,NA,NA,NA,NA
"11431-33","heavy",500,"t",0.502,1.01773527857188,0.533981113277095,0.24475351903659,NA,NA,NA,NA,NA,NA
"11431-34","heavy",500,"t",0.47,0.981561285822276,0.491644683200831,0.231395797614411,NA,NA,NA,NA,NA,NA
"11431-35","heavy",500,"t",0.5,0.925538869247038,0.505986247910922,0.321195083924878,NA,NA,NA,NA,NA,NA
"11431-36","heavy",500,"t",0.522,1.01619996953459,0.544339219907705,0.315286979875886,NA,NA,NA,NA,NA,NA
"11431-37","heavy",500,"t",0.51,0.994404081758517,0.48821530551939,0.366899310695591,NA,NA,NA,NA,NA,NA
"11431-38","heavy",500,"t",0.518,1.05442555958195,0.479664202289437,0.333676690425819,NA,NA,NA,NA,NA,NA
"11431-39","heavy",500,"t",0.504,0.983525614539344,0.49920702335152,0.366534822060326,NA,NA,NA,NA,NA,NA
"11431-40","heavy",500,"t",0.528,1.01502745396475,0.486398380448899,0.116976273497878,NA,NA,NA,NA,NA,NA
"11431-41","heavy",500,"t",0.508,1.08634088740773,0.516543493451508,0.196200100333274,NA,NA,NA,NA,NA,NA
"11431-42","heavy",500,"t",0.532,1.07231022747319,0.508583170487465,0.24700878497329,NA,NA,NA,NA,NA,NA
"11431-43","heavy",500,"t",0.482,0.942482570821141,0.502331545890347,0.30060377672778,NA,NA,NA,NA,NA,NA
"11431-44","heavy",500,"t",0.48,1.01342057657264,0.467133275017247,0.265639566755812,NA,NA,NA,NA,NA,NA
"11431-45","heavy",500,"t",0.472,1.03950522364529,0.510460356208757,0.234510459675083,NA,NA,NA,NA,NA,NA
"11431-46","heavy",500,"t",0.502,0.928077275225701,0.557502497582845,0.239836742644263,NA,NA,NA,NA,NA,NA
"11431-47","heavy",500,"t",0.49,1.00825648820192,0.511747063822425,0.326427883237569,NA,NA,NA,NA,NA,NA
"11431-48","heavy",500,"t",0.534,1.03562646416795,0.495624864480133,0.248885033892081,NA,NA,NA,NA,NA,NA
"11431-49","heavy",500,"t",0.486,0.988059981543719,0.53774979799996,0.24949519950745,NA,NA,NA,NA,NA,NA
"11431-50","heavy",500,"t",0.494,1.02984018091545,0.51065174537406,0.255646854448715,NA,NA,NA,NA,NA,NA
"11431-51","heavy",500,"t",0.51,0.990722837350615,0.434421351018591,0.296401322492702,NA,NA,NA,NA,NA,NA
"11431-52","heavy",500,"t",0.482,1.03164743562206,0.491163470572688,0.237252196206113,NA,NA,NA,NA,NA,NA
"11431-53","heavy",500,"t",0.522,1.0993302012436,0.479053358632248,0.0504418363428321,NA,NA,NA,NA,NA,NA
"11431-54","heavy",500,"t",0.484,1.04981263012902,0.520773234453554,0.203527390080712,NA,NA,NA,NA,NA,NA
"11431-55","heavy",500,"t",0.472,0.962007775992386,0.502125306145076,0.267897621473367,NA,NA,NA,NA,NA,NA
"11431-56","heavy",500,"t",0.496,0.992587501407988,0.536322282996495,0.251885802015511,NA,NA,NA,NA,NA,NA
"11431-57","heavy",500,"t",0.51,0.932878256315774,0.522404164063435,0.289244550722528,NA,NA,NA,NA,NA,NA
"11431-58","heavy",500,"t",0.53,1.05332400129111,0.530423733527833,0.208396071683533,NA,NA,NA,NA,NA,NA
"11431-59","heavy",500,"t",0.492,0.969086865626014,0.512476702686904,0.272406869073764,NA,NA,NA,NA,NA,NA
"11431-60","heavy",500,"t",0.506,0.98278938967115,0.506282425175217,0.26548943061378,NA,NA,NA,NA,NA,NA
"11431-61","heavy",500,"t",0.51,0.996373713627236,0.482132592508625,0.260537597763833,NA,NA,NA,NA,NA,NA
"11431-62","heavy",500,"t",0.488,0.953873987307592,0.479648114659712,0.345886005455429,NA,NA,NA,NA,NA,NA
"11431-63","heavy",500,"t",0.484,1.08153926091371,0.526229936280484,0.148095233002231,NA,NA,NA,NA,NA,NA
"11431-64","heavy",500,"t",0.486,0.96537550948975,0.480438555212568,0.256617161961385,NA,NA,NA,NA,NA,NA
"11431-65","heavy",500,"t",0.518,1.0284744089342,0.473122685606057,0.24659651680148,NA,NA,NA,NA,NA,NA
"11431-66","heavy",500,"t",0.504,1.03694385660408,0.535141383043875,0.240282730826259,NA,NA,NA,NA,NA,NA
"11431-67","heavy",500,"t",0.496,1.10072159393135,0.536322344751093,0.281989508755681,NA,NA,NA,NA,NA,NA
"11431-68","heavy",500,"t",0.492,0.903932520837493,0.486344658999045,0.360827632562259,NA,NA,NA,NA,NA,NA
