<<<<<<< HEAD
"sim","censoring","n","distX","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull"
"11422-1","heavy",2000,"t",0.476,0.997694290649601,0.483402417983663,0.169030736332298,NA,NA,NA,NA,NA,NA
"11422-2","heavy",2000,"t",0.5,0.994353860799976,0.494852353622332,0.245819185802513,NA,NA,NA,NA,NA,NA
"11422-3","heavy",2000,"t",0.4925,0.959847126070228,0.494621205832851,0.328117867541517,NA,NA,NA,NA,NA,NA
"11422-4","heavy",2000,"t",0.492,1.03246730227856,0.493001265911918,0.182713394080339,NA,NA,NA,NA,NA,NA
"11422-5","heavy",2000,"t",0.5015,1.02997183572025,0.511412251890821,0.236947814254525,NA,NA,NA,NA,NA,NA
"11422-6","heavy",2000,"t",0.517,1.05537956270251,0.464924192784333,0.235248908617282,NA,NA,NA,NA,NA,NA
"11422-7","heavy",2000,"t",0.4915,1.02291912800573,0.503411880294392,0.234223715697673,NA,NA,NA,NA,NA,NA
"11422-8","heavy",2000,"t",0.4875,0.99344319144619,0.476172874381912,0.23865331893786,NA,NA,NA,NA,NA,NA
"11422-9","heavy",2000,"t",0.467,1.01393467081164,0.493987846818478,0.234269433681086,NA,NA,NA,NA,NA,NA
"11422-10","heavy",2000,"t",0.4945,0.99694774536147,0.51475267168489,0.197313780690974,NA,NA,NA,NA,NA,NA
"11422-11","heavy",2000,"t",0.502,1.00163025459655,0.511297485376388,0.214346033974533,NA,NA,NA,NA,NA,NA
"11422-12","heavy",2000,"t",0.507,0.921490855768412,0.494194706516726,0.310178888647929,NA,NA,NA,NA,NA,NA
"11422-13","heavy",2000,"t",0.4915,1.02448411327991,0.498339205159753,0.228098288429078,NA,NA,NA,NA,NA,NA
"11422-14","heavy",2000,"t",0.487,1.01392930957736,0.498667867954312,0.29475982347514,NA,NA,NA,NA,NA,NA
"11422-15","heavy",2000,"t",0.487,1.01045068444462,0.49252347169909,0.277053020362309,NA,NA,NA,NA,NA,NA
"11422-16","heavy",2000,"t",0.499,1.0125070744842,0.508600784933855,0.244585428283919,NA,NA,NA,NA,NA,NA
"11422-17","heavy",2000,"t",0.4965,1.01478529040996,0.491502985276082,0.268203937689346,NA,NA,NA,NA,NA,NA
"11422-18","heavy",2000,"t",0.497,0.99355977500575,0.50145909496554,0.283720980574483,NA,NA,NA,NA,NA,NA
"11422-19","heavy",2000,"t",0.4855,1.002990814455,0.488036526743778,0.2015735155988,NA,NA,NA,NA,NA,NA
"11422-20","heavy",2000,"t",0.4965,0.986988336269643,0.520048304553855,0.268982828996587,NA,NA,NA,NA,NA,NA
"11422-21","heavy",2000,"t",0.487,0.962247375414387,0.501299418474486,0.290475823142248,NA,NA,NA,NA,NA,NA
"11422-22","heavy",2000,"t",0.5005,0.996867458054775,0.51687440495613,0.244713477468272,NA,NA,NA,NA,NA,NA
"11422-23","heavy",2000,"t",0.5045,1.00174532794044,0.528754841381701,0.25147755859958,NA,NA,NA,NA,NA,NA
"11422-24","heavy",2000,"t",0.498,0.992016250527573,0.510882586899156,0.335836654792291,NA,NA,NA,NA,NA,NA
"11422-25","heavy",2000,"t",0.486,1.02963874520341,0.481692938862253,0.166142480469131,NA,NA,NA,NA,NA,NA
"11422-26","heavy",2000,"t",0.5105,0.994118299295068,0.500623126470539,0.275417178988665,NA,NA,NA,NA,NA,NA
"11422-27","heavy",2000,"t",0.488,0.992549454702511,0.499675623359853,0.2708046174922,NA,NA,NA,NA,NA,NA
"11422-28","heavy",2000,"t",0.501,0.986351001654464,0.4893347720361,0.264667350511885,NA,NA,NA,NA,NA,NA
"11422-29","heavy",2000,"t",0.4885,0.970236041886274,0.47439479791937,0.23598947214677,NA,NA,NA,NA,NA,NA
"11422-30","heavy",2000,"t",0.4875,1.01373734587761,0.484391802356689,0.219845179498078,NA,NA,NA,NA,NA,NA
"11422-31","heavy",2000,"t",0.495,1.05664247194719,0.501332243995831,0.16696757561405,NA,NA,NA,NA,NA,NA
"11422-32","heavy",2000,"t",0.5055,0.983894756428408,0.47880444561499,0.260337255650673,NA,NA,NA,NA,NA,NA
"11422-33","heavy",2000,"t",0.5055,1.01991738328478,0.480196127964218,0.166398432448805,NA,NA,NA,NA,NA,NA
"11422-34","heavy",2000,"t",0.488,1.02215790141428,0.490686242727481,0.265250124332037,NA,NA,NA,NA,NA,NA
"11422-35","heavy",2000,"t",0.519,1.01891149888361,0.516482353773203,0.234804282180584,NA,NA,NA,NA,NA,NA
"11422-36","heavy",2000,"t",0.5,1.00170408847831,0.519412269088712,0.239034274327914,NA,NA,NA,NA,NA,NA
"11422-37","heavy",2000,"t",0.503,0.972026683583242,0.516775924489157,0.299524173737612,NA,NA,NA,NA,NA,NA
"11422-38","heavy",2000,"t",0.5005,1.01596456595595,0.484793053548024,0.298646629977977,NA,NA,NA,NA,NA,NA
"11422-39","heavy",2000,"t",0.4995,1.05787379421429,0.485010912645407,0.209333410738384,NA,NA,NA,NA,NA,NA
"11422-40","heavy",2000,"t",0.48,1.01245132342743,0.500760892692478,0.241490183679257,NA,NA,NA,NA,NA,NA
"11422-41","heavy",2000,"t",0.5185,1.01144282387004,0.50505013872045,0.179531427694417,NA,NA,NA,NA,NA,NA
"11422-42","heavy",2000,"t",0.4825,1.00341293205224,0.499516161309715,0.238737240006606,NA,NA,NA,NA,NA,NA
"11422-43","heavy",2000,"t",0.4815,1.03051049579113,0.514307213739916,0.20926752701436,NA,NA,NA,NA,NA,NA
"11422-44","heavy",2000,"t",0.4765,1.03366395590313,0.497752472123054,0.232529833839406,NA,NA,NA,NA,NA,NA
"11422-45","heavy",2000,"t",0.494,1.05218765281446,0.471612849111248,0.231226675054743,NA,NA,NA,NA,NA,NA
"11422-46","heavy",2000,"t",0.474,1.03803468185215,0.506239971110899,0.160095680271511,NA,NA,NA,NA,NA,NA
"11422-47","heavy",2000,"t",0.5025,0.989044710562523,0.506444334785111,0.268534446908894,NA,NA,NA,NA,NA,NA
"11422-48","heavy",2000,"t",0.5035,0.977051794490646,0.505172896004618,0.241069798422414,NA,NA,NA,NA,NA,NA
"11422-49","heavy",2000,"t",0.5095,0.992854660406946,0.495213611807971,0.267221205287624,NA,NA,NA,NA,NA,NA
"11422-50","heavy",2000,"t",0.498,1.02553281212263,0.477056689292455,0.282335479868666,NA,NA,NA,NA,NA,NA
"11422-51","heavy",2000,"t",0.5205,1.04465042702021,0.495473926422078,0.217431174184359,NA,NA,NA,NA,NA,NA
"11422-52","heavy",2000,"t",0.4895,1.00951023589909,0.472395933380915,0.261588198126171,NA,NA,NA,NA,NA,NA
"11422-53","heavy",2000,"t",0.5135,0.982668923340329,0.501336367520556,0.305925600843339,NA,NA,NA,NA,NA,NA
"11422-54","heavy",2000,"t",0.515,0.940287557308159,0.491074866272125,0.242793693937479,NA,NA,NA,NA,NA,NA
"11422-55","heavy",2000,"t",0.503,1.01454859909514,0.503961432667128,0.284892932143543,NA,NA,NA,NA,NA,NA
"11422-56","heavy",2000,"t",0.501,0.98972894979933,0.483436599067634,0.269570386652955,NA,NA,NA,NA,NA,NA
"11422-57","heavy",2000,"t",0.499,0.956307470284753,0.498359547977693,0.319003886453492,NA,NA,NA,NA,NA,NA
"11422-58","heavy",2000,"t",0.496,1.05978171507535,0.510663815025496,0.201393386514864,NA,NA,NA,NA,NA,NA
"11422-59","heavy",2000,"t",0.4915,0.97663507923434,0.506542149111246,0.275377796036526,NA,NA,NA,NA,NA,NA
"11422-60","heavy",2000,"t",0.5,1.03190883064377,0.489871067831366,0.266198897999925,NA,NA,NA,NA,NA,NA
"11422-61","heavy",2000,"t",0.498,1.05129236414038,0.49332178084644,0.110486619552779,NA,NA,NA,NA,NA,NA
"11422-62","heavy",2000,"t",0.479,1.00643809296409,0.498864442907123,0.192862628451611,NA,NA,NA,NA,NA,NA
"11422-63","heavy",2000,"t",0.5095,0.985059404762058,0.489419907191875,0.261101449155133,NA,NA,NA,NA,NA,NA
"11422-64","heavy",2000,"t",0.522,1.01642815235195,0.503690325162672,0.200557665923821,NA,NA,NA,NA,NA,NA
"11422-65","heavy",2000,"t",0.502,1.02379363375257,0.493597364893301,0.242512918691024,NA,NA,NA,NA,NA,NA
"11422-66","heavy",2000,"t",0.4855,0.953417675659099,0.494805822662114,0.273893122275608,NA,NA,NA,NA,NA,NA
"11422-67","heavy",2000,"t",0.491,0.973029420379522,0.49601455765149,0.336034009356585,NA,NA,NA,NA,NA,NA
"11422-68","heavy",2000,"t",0.492,1.02313096556268,0.495165651971944,0.209115113295939,NA,NA,NA,NA,NA,NA
"11422-69","heavy",2000,"t",0.497,0.965146856600918,0.513125011732355,0.310243140887415,NA,NA,NA,NA,NA,NA
"11422-70","heavy",2000,"t",0.489,1.06229736467493,0.461905896901302,0.171049065848408,NA,NA,NA,NA,NA,NA
"11422-71","heavy",2000,"t",0.5075,0.958607449858943,0.50728585107589,0.255528876295885,NA,NA,NA,NA,NA,NA
"11422-72","heavy",2000,"t",0.48,0.942985504673251,0.496431724065629,0.337741761527097,NA,NA,NA,NA,NA,NA
"11422-73","heavy",2000,"t",0.492,0.993985767588412,0.501370799962277,0.249030956951489,NA,NA,NA,NA,NA,NA
"11422-74","heavy",2000,"t",0.483,0.960581275972917,0.499547347732877,0.309033986866747,NA,NA,NA,NA,NA,NA
"11422-75","heavy",2000,"t",0.528,1.02660751868237,0.512099064087147,0.282917638154162,NA,NA,NA,NA,NA,NA
"11422-76","heavy",2000,"t",0.4975,1.0120327228285,0.527111292599318,0.266390567828304,NA,NA,NA,NA,NA,NA
"11422-77","heavy",2000,"t",0.4895,1.06619969537872,0.502688022819228,0.224592008073001,NA,NA,NA,NA,NA,NA
"11422-78","heavy",2000,"t",0.5115,1.00814656380872,0.500376409036418,0.259467984148368,NA,NA,NA,NA,NA,NA
"11422-79","heavy",2000,"t",0.479,0.934809926583736,0.526766193702653,0.298620099532444,NA,NA,NA,NA,NA,NA
"11422-80","heavy",2000,"t",0.495,0.934574682778908,0.502955429607631,0.307056235400778,NA,NA,NA,NA,NA,NA
"11422-81","heavy",2000,"t",0.4875,1.02402110145533,0.475425798161249,0.227644812813954,NA,NA,NA,NA,NA,NA
"11422-82","heavy",2000,"t",0.479,1.04078609682965,0.469459646789545,0.187934511208261,NA,NA,NA,NA,NA,NA
"11422-83","heavy",2000,"t",0.509,0.991792143841458,0.495315288345674,0.247437063896377,NA,NA,NA,NA,NA,NA
"11422-84","heavy",2000,"t",0.508,1.00750098285602,0.50259304776602,0.267909612829011,NA,NA,NA,NA,NA,NA
"11422-85","heavy",2000,"t",0.4995,0.951197748375052,0.508490654346771,0.31651006163349,NA,NA,NA,NA,NA,NA
"11422-86","heavy",2000,"t",0.4895,0.966572608017321,0.509957342700418,0.33761240274711,NA,NA,NA,NA,NA,NA
"11422-87","heavy",2000,"t",0.494,1.05506188535301,0.49224328608384,0.128139343909464,NA,NA,NA,NA,NA,NA
"11422-88","heavy",2000,"t",0.505,0.971007319752291,0.461485001178258,0.324749518703739,NA,NA,NA,NA,NA,NA
"11422-89","heavy",2000,"t",0.504,1.03108015132693,0.502964483986207,0.226606469379996,NA,NA,NA,NA,NA,NA
"11422-90","heavy",2000,"t",0.4995,0.985763231647642,0.477182305718362,0.256608153618272,NA,NA,NA,NA,NA,NA
"11422-91","heavy",2000,"t",0.518,0.967744722544597,0.476713209651734,0.249159031241437,NA,NA,NA,NA,NA,NA
"11422-92","heavy",2000,"t",0.4995,0.983166852174867,0.495382377455572,0.263760681633566,NA,NA,NA,NA,NA,NA
"11422-93","heavy",2000,"t",0.513,1.01185445711747,0.514419134298864,0.236555582115188,NA,NA,NA,NA,NA,NA
"11422-94","heavy",2000,"t",0.4975,0.97660881434206,0.513535556698295,0.270751294595596,NA,NA,NA,NA,NA,NA
"11422-95","heavy",2000,"t",0.507,1.00424883383478,0.460115181174675,0.294811598581118,NA,NA,NA,NA,NA,NA
"11422-96","heavy",2000,"t",0.5015,1.05427057001671,0.500976757472151,0.167961431123877,NA,NA,NA,NA,NA,NA
"11422-97","heavy",2000,"t",0.495,1.00179161231133,0.522321636073452,0.286975771196863,NA,NA,NA,NA,NA,NA
"11422-98","heavy",2000,"t",0.5055,1.05003234862267,0.487071322276879,0.167118057450665,NA,NA,NA,NA,NA,NA
"11422-99","heavy",2000,"t",0.502,1.00434317635293,0.514732840341768,0.222355334568022,NA,NA,NA,NA,NA,NA
"11422-100","heavy",2000,"t",0.489,1.01124426800241,0.507037047372747,0.238118016846121,NA,NA,NA,NA,NA,NA
=======
"sim","censoring","n","distX","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull","alpha_expo","beta_expo","gamma_expo","se_alpha_expo","se_beta_expo","se_gamma_expo","alpha_drop","beta_drop","gamma_drop","se_alpha_drop","se_beta_drop","se_gamma_drop","time_weibull","time_expo","time_drop"
"11422-1","heavy",2000,"t",0.476,0.997694290649601,0.483402417983663,0.169030736332298,NA,NA,NA,NA,NA,NA,1.29884427949068,0.598792862540688,0.131731901114686,0.0529785339408231,0.0342722594391747,0.0670124359679211,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11422-2","heavy",2000,"t",0.4715,1.03194854277255,0.515641277173464,0.204553490563959,NA,NA,NA,NA,NA,NA,1.36700937458697,0.665049244411294,0.199204536429467,0.0524653586662239,0.0373547951292628,0.0684452718434401,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11422-3","heavy",2000,"t",0.4785,1.02206545626911,0.496925639559343,0.204738849185099,NA,NA,NA,NA,NA,NA,1.35317398747775,0.652749457394919,0.156518622272076,0.0547609882196665,0.0398485923031078,0.0678356595741217,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11422-4","heavy",2000,"t",0.489,0.948641146385453,0.473620996345071,0.29694940859182,NA,NA,NA,NA,NA,NA,1.28970711482217,0.632407367070221,0.244887571906466,0.0550214526270536,0.0392256256874268,0.0714407132148104,NA,NA,NA,NA,NA,NA,NA,NA,NA
