"sim","censoring","n","distX","B","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull","alpha_expo","beta_expo","gamma_expo","se_alpha_expo","se_beta_expo","se_gamma_expo","alpha_drop","beta_drop","gamma_drop","se_alpha_drop","se_beta_drop","se_gamma_drop","time_weibull","time_expo","time_drop"
"11437-1","heavy",2000,"lognormal",50,0.494,0.941930565177336,0.545851923242136,0.269511455075415,1.32662588509669,0.28731518919462,0.294388695403691,0.0661117412774388,0.0584086706383672,0.0694801387752221,1.3444800780174,0.274501154325647,0.296554626619419,0.0610241663124567,0.0563279048669852,0.0633814088599338,1.33650343199841,0.27847863190938,0.298614897229886,0.0772255007667678,0.0666523562314757,0.0680287043386845,1755.34,1752.918,1730.997
"11437-2","heavy",2000,"lognormal",50,0.489,1.00811204274734,0.508883479306382,0.277308439525926,1.36805951093902,0.253789020395807,0.320962598230056,0.0693659384868113,0.0575453352218028,0.0713958188670929,1.36294322096379,0.265260831530238,0.320637003940649,0.0712707755256133,0.0596166431639097,0.0706616530474268,1.37990368883255,0.25080706129324,0.316599812471996,0.0768279893567195,0.062226712159229,0.0757719746568277,1719.58,1720.486,1715.219
"11437-3","heavy",2000,"lognormal",50,0.511,0.978261322648549,0.492148693273665,0.274030124808295,1.22125926703761,0.374875426598685,0.292380463636848,0.0642646716007135,0.0556853440940133,0.0669455179854511,1.21598981003505,0.385703790547404,0.297489905164098,0.0692953865610745,0.0628481442351772,0.0637236024898887,1.23462020833599,0.378905884722298,0.281842443981153,0.0755119874363427,0.063483858484082,0.0670324283546984,1777.482,1779.71399999999,1786.285
"11437-4","heavy",2000,"lognormal",50,0.4925,1.06346576126787,0.483358235620483,0.200888453909223,1.36323053377905,0.300642680976678,0.226652823608881,0.066990777051499,0.0599544609210044,0.0663216652973317,1.3709444183247,0.293336688813031,0.221713726044384,0.0739690383042489,0.061136588998429,0.0677418581296953,1.36794612616101,0.300558982600512,0.226582010970989,0.0667182518254491,0.0557896973588751,0.0677311298640117,1725.795,1733.8,1730.886
"11437-5","heavy",2000,"lognormal",50,0.5105,0.930008823706225,0.531709330075191,0.243479970886073,1.35998752225166,0.20077994187914,0.269655373221865,0.0663885685601094,0.059319334679158,0.0685728640823679,1.36651577714951,0.201235019528603,0.266112083384236,0.0649204727097471,0.0598086925625578,0.0659876807494206,1.3726138467865,0.208445410246611,0.253738271780115,0.0717881264911713,0.0667858060689597,0.068962562572066,1773.965,1776.433,1783.769
"11437-6","heavy",2000,"lognormal",50,0.5035,0.887669412082197,0.535197401406652,0.293527736715064,1.26023339484464,0.268193136233975,0.318753554016862,0.0688731466697483,0.0561740618987094,0.0622875286921484,1.25222422399682,0.273995085863592,0.32921761507205,0.0631714774899295,0.0508554570501588,0.0673914381189796,1.2646578711096,0.27252482760381,0.328361338450459,0.071174598916377,0.0604617865757054,0.0664084844051573,1755.90800000001,1755.05899999999,1762.07799999999
"11437-7","heavy",2000,"lognormal",50,0.5075,1.010950451806,0.495547985914064,0.234323621155758,1.40750275806514,0.215317977367636,0.246155940598893,0.0691406875902039,0.0585867746575508,0.0642356779631372,1.41184971537494,0.206379283160596,0.253495768926409,0.0652597281730856,0.0558747655486785,0.0668041085144887,1.43980582300381,0.193583959464534,0.231349129941151,0.0635382311446466,0.06112012373435,0.0608263527021613,1780.887,1774.08100000001,1784.243
"11437-8","heavy",2000,"lognormal",50,0.5235,1.06835528572906,0.434340940181821,0.213469242993299,1.35848819787395,0.246505934549234,0.243584714715358,0.0616747805646049,0.0597245400041582,0.0638296394570458,1.38434498678995,0.231252250175495,0.218281912952634,0.0701766740117492,0.0635478957050131,0.0643157687886998,1.36715877679051,0.249412890997026,0.229646826928325,0.0668572366024316,0.0608533289801031,0.0604267848424162,1806.64199999999,1795.481,1801.962
"11437-9","heavy",2000,"lognormal",50,0.5015,0.901588377630725,0.536897620914402,0.23648683571359,1.25001152158999,0.316575033465991,0.254966424446149,0.0634201797851203,0.0611238367450022,0.0672629241750408,1.25701512873688,0.322548583280448,0.244979346509584,0.0630004133715205,0.0592398218307215,0.0633869713302414,1.25772735736094,0.317176209078718,0.250215683257315,0.064035632880631,0.0583813609880845,0.0637579708555566,1743.387,1736.435,1744.946
"11437-10","heavy",2000,"lognormal",50,0.494,0.929630956465728,0.526838060771259,0.295943568174119,1.3124497337586,0.239974138929602,0.33415448636561,0.0679023650802998,0.0592871477451195,0.0635257884746772,1.30959840141822,0.234148656630051,0.340668245078575,0.0700675194702159,0.0659022282673893,0.0666895716918828,1.30095539775643,0.244009663670183,0.352236383005342,0.0732942323267662,0.0629983830815521,0.0643177900147306,1713.11,1708.264,1704.113
"11437-11","heavy",2000,"lognormal",50,0.486,1.02863330080597,0.492337422094559,0.17533622109376,1.41192506977716,0.205097537882166,0.202038287067731,0.0656938470322565,0.0553571156299331,0.0613203574240874,1.41680392907564,0.197539846893098,0.194035060158126,0.0659603798108329,0.0561064222496044,0.057831406046324,1.42913726373512,0.184878384483384,0.195760928756749,0.0699837360681957,0.0721891284624628,0.0652884845097233,1728.12300000001,1738.503,1745.838
"11437-12","heavy",2000,"lognormal",50,0.5045,0.951499457213895,0.545261533861174,0.237951287402247,1.32465371021908,0.309768553170419,0.244912876585815,0.0691699106798811,0.0601130477723109,0.0662386397089478,1.30969189808744,0.321481998233328,0.262709614722122,0.0624567709805584,0.0574962511965634,0.0648652024341169,1.33810347082254,0.293079627592118,0.257761667912346,0.072861029539416,0.0654524221213886,0.0639547469952016,1794.095,1786.109,1792.878
"11437-13","heavy",2000,"lognormal",50,0.4855,0.957903960856131,0.511440092383348,0.294077458841018,1.31202056145063,0.259977961941449,0.330398045946419,0.0653520170540675,0.0587786923005485,0.0680140145181929,1.32408143587365,0.252508738959514,0.307720020373789,0.067490982196522,0.0546674084775013,0.0726735198782455,1.31869051059977,0.264564189279729,0.316913980832016,0.0654172377679009,0.0623301587903051,0.0674782265603097,1744.69899999999,1729.90399999999,1713.50099999999
"11437-14","heavy",2000,"lognormal",50,0.4955,0.985834604014159,0.494268150283255,0.302994589791931,1.30365857327546,0.313539937035305,0.321394040236638,0.0698543313320487,0.0647025825776949,0.0637974267001133,1.30395800854222,0.310069468314145,0.316098326226365,0.0738997975870294,0.0606953603871725,0.0752516334439159,1.30704518347227,0.310846126815011,0.31907219442194,0.0732616137615856,0.062989957983278,0.0734535652653401,1784.804,1782.882,1777.216
"11437-15","heavy",2000,"lognormal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11437-16","heavy",2000,"lognormal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11437-17","heavy",2000,"lognormal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11437-18","heavy",2000,"lognormal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11437-19","heavy",2000,"lognormal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11437-20","heavy",2000,"lognormal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11437-21","heavy",2000,"lognormal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11437-22","heavy",2000,"lognormal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11437-23","heavy",2000,"lognormal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11437-24","heavy",2000,"lognormal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11437-25","heavy",2000,"lognormal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11437-26","heavy",2000,"lognormal",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
