"sim","censoring","n","distX","B","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull","alpha_expo","beta_expo","gamma_expo","se_alpha_expo","se_beta_expo","se_gamma_expo","alpha_drop","beta_drop","gamma_drop","se_alpha_drop","se_beta_drop","se_gamma_drop","time_weibull","time_expo","time_drop"
"11441-1","heavy",2000,"gamma",50,0.5095,1.05316287967022,0.494455129497149,0.227232671640904,1.89824018433348,0.351602453777843,0.618326391350772,0.104350034197907,0.037969890813456,0.0971529962686842,1.83760074470943,0.377704538815368,0.626303030285676,0.0835377639220505,0.0286988883480308,0.0966176185811189,1.84540663408326,0.376280628725248,0.639726960772262,0.0854719964709399,0.0270411731262257,0.110309608200354,1855.696,1845.61700000001,1854.645
"11441-2","heavy",2000,"gamma",50,0.5155,0.999841541401067,0.493921365085696,0.301093304894925,1.90952556599929,0.351684085335282,0.504859130862344,0.0977873393882838,0.0330541362834776,0.109624194301165,1.86060074198056,0.373128862327226,0.513429465874797,0.0916327259658934,0.0262421441859795,0.110244001070754,1.85288958436109,0.381510764580664,0.530571597630289,0.0947986589193859,0.0285553977069487,0.0960647262302757,1859.61000000001,1871.443,1861.72199999999
"11441-3","heavy",2000,"gamma",50,0.5105,1.10844706286854,0.491570746044618,0.170268000628159,1.86844553213229,0.377985978907317,0.46189919654835,0.0882420676476873,0.028436884960913,0.0974526079040689,1.85679706700454,0.388004717552496,0.45819600794087,0.0817354339383017,0.0257604961012167,0.0896245926875952,1.83820567350103,0.394685243202005,0.453540585245639,0.0820323763822827,0.026698802667019,0.0947479745981382,1860.363,1863.163,1856.39200000001
"11441-4","heavy",2000,"gamma",50,0.501,1.04319926564878,0.495694372981396,0.268103929847478,1.8648736173587,0.377163272548675,0.510120409830081,0.102174004385093,0.0418987124517565,0.100821555810491,1.8120090467094,0.409218468064784,0.536067480284733,0.10116245517923,0.0347622479763936,0.105260609729178,1.78434796783458,0.413580038319337,0.549400316869434,0.084709717739541,0.0333505767532018,0.0997658225089956,1818.974,1828.7,1817.789
"11441-5","heavy",2000,"gamma",50,0.494,0.988567510855408,0.506627903526771,0.221766813953766,1.72088112385742,0.401822590037488,0.591324711914891,0.0855695296717598,0.0256363985564438,0.0966961313523016,1.71942641512929,0.404646824207557,0.584321299275523,0.0863103508136207,0.0274883752454092,0.0988982988943086,1.70914586730383,0.413519208707323,0.575106648956769,0.0887154809485343,0.0283814803360293,0.0999048389346497,1810.84299999999,1816.21800000001,1805.75999999999
"11441-6","heavy",2000,"gamma",50,0.499,1.08895373399866,0.49624995144766,0.191634284281956,1.82201207098252,0.40107223792984,0.409458031802676,0.0835163747835281,0.0256852430487522,0.0931075901304512,1.81954852461189,0.399428772923667,0.42650540911965,0.0776267158993594,0.0241896872550852,0.0892491121599056,1.79974090727486,0.408976885704808,0.423075262897897,0.0800372391715923,0.0285630376967647,0.0986870132411592,1814.16600000001,1822.53,1820.952
"11441-7","heavy",2000,"gamma",50,0.4975,0.982074680325156,0.5021555442598,0.254048065884549,1.83043855450378,0.361334532430089,0.47248892524315,0.083382518800227,0.0327080191176153,0.103167327768694,1.77478786659874,0.398252365186733,0.475237722104914,0.0797955577190174,0.0287646758145039,0.0935781077160919,1.77502081155311,0.41223509599602,0.467973086382396,0.0783409809330412,0.0254024895096194,0.0995939153392207,1792.76300000001,1794.103,1800.451
"11441-8","heavy",2000,"gamma",50,0.5,1.02734749865269,0.497114727728046,0.215878323460921,1.80274951417021,0.387455246560477,0.49279317946008,0.087293573583454,0.0307600767017705,0.0922970172805215,1.80071651304049,0.397947066770972,0.481331135219721,0.0878102511253075,0.0299542727245926,0.110984819297915,1.78410803298599,0.409401574791256,0.496195184513321,0.0866847541449117,0.0280215963085059,0.0973983165919703,1811.629,1816.24799999999,1826.197
"11441-9","heavy",2000,"gamma",50,0.505,1.08817259075799,0.48655648397579,0.186392837810691,2.01363331597525,0.299047853872315,0.316076094691123,0.0940437364263311,0.0376011685472942,0.0982100104088243,1.93674252349361,0.351780739456744,0.298395946222441,0.084042423163293,0.0273107170932392,0.0930306549270958,1.89529025545404,0.380802018056218,0.320123109859049,0.0825140297321885,0.0287990192116227,0.0987795290287794,1789.74200000001,1799.12,1802.73
"11441-10","heavy",2000,"gamma",50,0.4995,1.04218574781206,0.511813542919047,0.121265038311905,1.97343580183451,0.355298267007263,0.398927055657878,0.0956119437268233,0.0323596760137051,0.107753983033053,1.94995067655166,0.368723954393269,0.396651405785671,0.0897044575484384,0.0272968105027697,0.110431408059773,1.9369049316019,0.373606905930393,0.399437438673401,0.0895040334368289,0.0314659058247375,0.0982950150024573,1822.01000000001,1835.28700000001,1819.117
