"sim","censoring","n","distX","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull"
"11428-1","heavy",500,"lognormal",0.476,1.17212720251508,0.434518349798096,0.0790521940919668,1.20236417416019,0.419494966286558,0.0799299753157775,0.189236675820553,0.157579531520497,0.129268861704497
"11428-2","heavy",500,"lognormal",0.482,1.06218755157248,0.404490817079375,0.281435820953618,0.96096204660977,0.513917517473078,0.267059216323813,0.186172223813455,0.146133036150313,0.126394622274871
"11428-3","heavy",500,"lognormal",0.47,0.961797513888582,0.543951939470796,0.310315127912471,0.857363737311714,0.621396221559217,0.345436704225874,0.195733491210271,0.149826361288566,0.131459983911958
"11428-4","heavy",500,"lognormal",0.5,0.802582880507838,0.715882272324969,0.204962495032113,0.937436160917033,0.593820225718157,0.178647638648522,0.195664800858111,0.145323277497808,0.143378147101797
"11428-5","heavy",500,"lognormal",0.502,0.991978121018159,0.556757299440116,0.168849779790313,1.03029191436668,0.527581142956039,0.162397490647114,0.19400107096655,0.156030737608352,0.130975864012375
"11428-6","heavy",500,"lognormal",0.518,1.01685982394784,0.527112863955741,0.154713890464058,0.960561429326091,0.559428134185917,0.137919765266117,0.190494706751588,0.140258756996853,0.139073991469881
"11428-7","heavy",500,"lognormal",0.444,1.09232542312699,0.441298926266135,0.269940620655384,1.09118670991468,0.450388813872163,0.262814943570179,0.158348536552505,0.129301015904698,0.120732010405438
"11428-8","heavy",500,"lognormal",0.49,0.993884449356953,0.497938891116105,0.181535948689767,0.983450665775471,0.503449020692259,0.164255791264198,0.217099232068016,0.162213673156992,0.133931534744216
"11428-9","heavy",500,"lognormal",0.502,0.981969701664737,0.482216396224016,0.276241107634451,0.985002360927337,0.471875504645654,0.300117618787649,0.171035808020899,0.1238454475735,0.121875919202889
"11428-10","heavy",500,"lognormal",0.49,0.913106949794454,0.497468162800981,0.30478669856797,0.840734946430341,0.566312622894646,0.273542267194652,0.187415464139491,0.148052119484063,0.131994192677181
"11428-11","heavy",500,"lognormal",0.474,1.0645386799563,0.365405018742622,0.432716189924904,0.861762990348226,0.544935530579013,0.444251438958007,0.181168313093941,0.1424082751839,0.124395958227756
"11428-12","heavy",500,"lognormal",0.502,1.09017816700357,0.465612477979863,0.139333463775603,1.05414386488245,0.462997595441467,0.183720172904976,0.180054081053127,0.127884934055334,0.132017709365018
"11428-13","heavy",500,"lognormal",0.52,1.08622352294628,0.476082491622692,0.0842261375682835,1.04253001820269,0.505047991433975,0.0844843258160485,0.190210683777393,0.144862187929339,0.125223050787869
