"sim","censoring","n","distX","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull"
"11430-1","heavy",500,"normal",0.466,1.20084402325226,0.381310882120612,0.367328123158497,1.2919562250846,0.314670694000335,0.414582325686777,0.260910737745809,0.160550927862459,0.142083958937291
"11430-2","heavy",500,"normal",0.472,0.779802582552134,0.616722936630923,0.247753231294697,0.956134459837085,0.480600914617016,0.354345856444103,0.250340874297116,0.149374491278364,0.13867079685874
"11430-3","heavy",500,"normal",0.506,0.874149253218811,0.5743044481804,0.136523983958944,0.803134756291533,0.612730856660373,0.13436985589043,0.282362945842422,0.171883141211179,0.155366867026353
"11430-4","heavy",500,"normal",0.484,0.802164760711717,0.66552682493256,0.237220850489662,0.519115564386233,0.850709096570464,0.140917846431169,0.250087191943953,0.157515395325445,0.150342668229928
"11430-5","heavy",500,"normal",0.476,1.1512402219995,0.473584374531796,0.0963609981878785,1.1124225716788,0.499182915615099,0.106336168419914,0.249038658570992,0.162812669193737,0.156905965625327
"11430-6","heavy",500,"normal",0.552,0.817950648059192,0.635181154677409,0.112163326668349,0.914734790738846,0.58839834595674,0.0841741959937945,0.265181121800842,0.162122441128206,0.155425884555809
"11430-7","heavy",500,"normal",0.482,0.986586969939507,0.550533666379847,0.153106687994134,0.907834374066348,0.603624879382612,0.108933798338568,0.255947029122474,0.165879091665476,0.16036910305395
"11430-8","heavy",500,"normal",0.468,0.975697925676352,0.459407626284008,0.329360724385422,0.924597529554268,0.502078614568062,0.293513240175034,0.249811061227791,0.15974703680478,0.151387284456079
"11430-9","heavy",500,"normal",0.526,1.24875250538552,0.41576674633848,0.282409076885316,1.20980584167042,0.447350124762993,0.246695279484939,0.267830685213128,0.170535371259296,0.157891032318822
"11430-10","heavy",500,"normal",0.48,1.16959161928833,0.439421112714319,0.210773204398102,1.34399876197717,0.316722261626121,0.259599382987535,0.259286203347304,0.158134779318002,0.150161534407808
"11430-11","heavy",500,"normal",0.51,0.851212431111016,0.52807031556004,0.299192814056125,0.890412812455498,0.498573416274177,0.330880860252654,0.272184567225663,0.174422580344286,0.153147345738111
